,Price,Load_DA_Forecast,Renewables_DA_Forecast
2020-07-28 05:00:00,21.56,44505.62,21691135
2020-07-28 06:00:00,26.21,50782.5575,21602.6725
2020-07-28 07:00:00,32.17,56556.9825,23176.8125
2020-07-28 08:00:00,33.32,59818445,27072.627500000002
2020-07-28 09:00:00,28.62,61285.3325,32760.69
2020-07-28 10:00:00,23.58,62710.6175,38506685
2020-07-28 11:00:00,21.04,63975765,43471.56
2020-07-28 12:00:00,14.93,63760.8925,47222.1675
2020-07-28 13:00:00,0.04,62954505,48858.9675
2020-07-28 14:00:00,1.48,61597.11,48108.9075
2020-07-28 15:00:00,8.13,60522.1275,45334.7525
2020-07-28 16:00:00,21.03,59206.0025,40950205
2020-07-28 17:00:00,27.09,58938265,35113165
2020-07-28 18:00:00,30.96,58655.5625,28556.85
2020-07-28 19:00:00,35.78,57576.6675,22341.462499999998
2020-07-28 20:00:00,36.94,55374.6925,17549715
2020-07-28 21:00:00,36.78,53219315,15450.6825
2020-07-28 22:00:00,34.21,50609.6025,14726.84
2020-07-28 23:00:00,28.31,46916.26,14452855
2020-07-29 00:00:00,26.16,43977.2325,15943.2275
2020-07-29 01:00:00,23.5,42179875,15844605
2020-07-29 02:00:00,23.53,41064.2,16194.890000000001
2020-07-29 03:00:00,22.38,40978.9725,16514.63
2020-07-29 04:00:00,22.79,41918.4925,17085.5425
2020-07-29 05:00:00,23.65,44686165,17571.9125
2020-07-29 06:00:00,29.78,51118705,19050.6575
2020-07-29 07:00:00,32.85,56090105,22857.84
2020-07-29 08:00:00,30.59,58704.24,30019.8825
2020-07-29 09:00:00,22.73,59918305,38193.5525
2020-07-29 10:00:00,10.65,61490.86,44626.1
2020-07-29 11:00:00,3.56,63024.4525,48680.842500000006
2020-07-29 12:00:00,0.13,62773.0575,50959.56
2020-07-29 13:00:00,0.07,61732645,51729.395000000004
2020-07-29 14:00:00,0.07,60293.47,50724845
2020-07-29 15:00:00,0.08,59578.7025,48100.94
2020-07-29 16:00:00,3.77,58729.0725,43727.12
2020-07-29 17:00:00,14.74,58791375,37394.5325
2020-07-29 18:00:00,26.74,58448.9375,29517.190000000002
2020-07-29 19:00:00,34.02,57220265,21822.184999999998
2020-07-29 20:00:00,35.61,54927545,16338.5525
2020-07-29 21:00:00,39.38,52760.1225,13675.1725
2020-07-29 22:00:00,37.0,50238495,12594145
2020-07-29 23:00:00,34.2,46642.1275,11938925
2020-07-30 00:00:00,35.97,43116.14,10472.970000000001
2020-07-30 01:00:00,31.78,41307.1575,10066.7975
2020-07-30 02:00:00,29.1,40290.33,9821.005000000001
2020-07-30 03:00:00,27.17,40249.45,9549.16
2020-07-30 04:00:00,26.99,41260.27,9188.852499999999
2020-07-30 05:00:00,29.2,43785.4225,8791.4875
2020-07-30 06:00:00,36.91,50171.3075,9250.162499999999
2020-07-30 07:00:00,39.64,55630.2925,12107715
2020-07-30 08:00:00,39.53,58686275,18197.8725
2020-07-30 09:00:00,34.88,60230.1425,25205035
2020-07-30 10:00:00,28.14,61462.82,30656.5575
2020-07-30 11:00:00,27.49,62833.9725,34196305
2020-07-30 12:00:00,26.73,62537.31,36046.3175
2020-07-30 13:00:00,25.55,62165.3325,36408.1275
2020-07-30 14:00:00,26.2,61128.6,35272.81
2020-07-30 15:00:00,27.59,59970.49,32447.5125
2020-07-30 16:00:00,30.25,58463.7275,27843.497500000005
2020-07-30 17:00:00,38.08,58314.7825,21413555
2020-07-30 18:00:00,44.94,57780.9775,13912955
2020-07-30 19:00:00,60.02,56657475,7495.0875
2020-07-30 20:00:00,56.8,54203.86,4319005
2020-07-30 21:00:00,49.83,52210.9125,3646.7725
2020-07-30 22:00:00,44.54,49665.3175,3989.6575000000003
2020-07-30 23:00:00,37.53,46106.1275,4119145
2020-07-31 00:00:00,38.8,42932.49,4087.7725
2020-07-31 01:00:00,33.9,41004.6775,4076.36
2020-07-31 02:00:00,31.99,40169.6275,4085.22
2020-07-31 03:00:00,31.58,40075085,4013.6675
2020-07-31 04:00:00,31.74,40815835,3910.5525000000002
2020-07-31 05:00:00,34.28,43223.5025,3801.1075
2020-07-31 06:00:00,40.56,49149655,4666.3150000000005
2020-07-31 07:00:00,43.69,54788.8675,8221.6025
2020-07-31 08:00:00,44.91,57871565,14550.6625
2020-07-31 09:00:00,41.65,59546.46,21416.7025
2020-07-31 10:00:00,38.25,61103.78,27162.3025
2020-07-31 11:00:00,32.7,62758.9725,31086105
2020-07-31 12:00:00,30.49,62144.0625,33117375
2020-07-31 13:00:00,29.49,60717.4625,33396.67
2020-07-31 14:00:00,30.09,59030.3925,32144.552499999998
2020-07-31 15:00:00,31.95,57756.3125,29347.98
2020-07-31 16:00:00,33.49,56432.89,24972.112500000003
2020-07-31 17:00:00,42.66,55935.36,19072.635000000002
2020-07-31 18:00:00,49.08,55544.0525,12397115
2020-07-31 19:00:00,54.4,54179.2525,7359605
2020-07-31 20:00:00,49.12,51696.55,5975615
2020-07-31 21:00:00,46.15,49670795,7022.3425
2020-07-31 22:00:00,44.97,47481.37,9029.505000000001
2020-07-31 23:00:00,38.27,44297.49,10627.55
2020-08-01 00:00:00,33.35,42005.6325,13096.009999999998
2020-08-01 01:00:00,24.6,39843.0625,13763.25
2020-08-01 02:00:00,24.28,38764.3375,14125.412499999999
2020-08-01 03:00:00,23.99,38372.72,14105.4825
2020-08-01 04:00:00,23.67,38024.53,13895.9775
2020-08-01 05:00:00,24.0,37982.2275,13539.435000000001
2020-08-01 06:00:00,25.0,38695.2175,13614305
2020-08-01 07:00:00,27.59,41699.0775,15316665
2020-08-01 08:00:00,25.93,45568.98,19328.627500000002
2020-08-01 09:00:00,24.4,48853125,24385.7925
2020-08-01 10:00:00,23.22,51087.4225,28739.777500000004
2020-08-01 11:00:00,23.37,52487.3875,31351.2375
2020-08-01 12:00:00,24.31,51645.6475,32397.74
2020-08-01 13:00:00,23.74,50024.24,31922.072500000002
2020-08-01 14:00:00,23.11,48634.2,29934.7125
2020-08-01 15:00:00,23.16,47963.51,26572805
2020-08-01 16:00:00,25.54,47709145,22177725
2020-08-01 17:00:00,32.62,48107.94,17193655
2020-08-01 18:00:00,38.43,48177.9925,12164.602499999999
2020-08-01 19:00:00,38.78,47291385,8651.7725
2020-08-01 20:00:00,38.37,45451445,6856.8775
2020-08-01 21:00:00,37.78,44194.34,6707.084999999999
2020-08-01 22:00:00,37.12,42868.0825,7318.5625
2020-08-01 23:00:00,33.09,40398.4225,7299.547500000001
2020-08-02 00:00:00,30.67,38230.2425,6768.325000000001
2020-08-02 01:00:00,27.82,36156.91,6167065
2020-08-02 02:00:00,26.97,35224785,5547715
2020-08-02 03:00:00,25.25,34728.57,4774.5025000000005
2020-08-02 04:00:00,25.23,34378.5125,4046.2275
2020-08-02 05:00:00,25.09,34232.59,3573.3175
2020-08-02 06:00:00,25.46,34436585,4111.7125
2020-08-02 07:00:00,26.09,36378.68,6393.139999999999
2020-08-02 08:00:00,27.4,39789.0675,9684975
2020-08-02 09:00:00,27.62,43154.6825,13194.512499999999
2020-08-02 10:00:00,27.63,45624.8825,16463.0525
2020-08-02 11:00:00,28.01,48173.0025,19238815
2020-08-02 12:00:00,26.42,47852.8925,21169.2175
2020-08-02 13:00:00,24.76,46882.6775,22595.1475
2020-08-02 14:00:00,24.53,46025095,22853875
2020-08-02 15:00:00,24.16,45143.7225,22041.5625
2020-08-02 16:00:00,23.86,44292985,20442.83
2020-08-02 17:00:00,25.56,45001.99,17989.48
2020-08-02 18:00:00,28.08,46159.3625,14586.247500000001
2020-08-02 19:00:00,33.0,45588.4775,11202.1675
2020-08-02 20:00:00,34.14,44532.52,8406.5275
2020-08-02 21:00:00,35.49,44133.41,7146.5475
2020-08-02 22:00:00,38.43,43828.43,6846.9400000000005
2020-08-02 23:00:00,34.89,41436.5625,6732.762500000001
2020-08-03 00:00:00,27.93,38403.3825,5725.5675
2020-08-03 01:00:00,26.19,36820695,5578.87
2020-08-03 02:00:00,26.05,36072.37,5330.5925
2020-08-03 03:00:00,25.06,36241.9875,4909.4275
2020-08-03 04:00:00,26.03,37641.5225,4484.1575
2020-08-03 05:00:00,27.93,41120815,4142.5875
2020-08-03 06:00:00,34.12,48346.7825,4486.83
2020-08-03 07:00:00,39.97,54128.6125,6225.412499999999
2020-08-03 08:00:00,41.0,57492125,9181.442500000001
2020-08-03 09:00:00,42.65,58895.8025,12559.654999999999
2020-08-03 10:00:00,41.2,60318.7725,15621.3575
2020-08-03 11:00:00,41.16,61916305,17845.68
2020-08-03 12:00:00,40.97,61944.4725,19096.870000000003
2020-08-03 13:00:00,39.9,61052.4275,19258.612500000003
2020-08-03 14:00:00,38.24,59852.0575,18541.670000000002
2020-08-03 15:00:00,37.18,59083.9675,16784.190000000002
2020-08-03 16:00:00,37.75,57738275,14139.484999999999
2020-08-03 17:00:00,39.67,57200.8875,11195.43
2020-08-03 18:00:00,42.1,56806.69,8099.12
2020-08-03 19:00:00,45.45,55869.3325,5436515
2020-08-03 20:00:00,43.06,53847.4975,3617.5299999999997
2020-08-03 21:00:00,41.7,52030.47,3187.5274999999997
2020-08-03 22:00:00,40.9,49405075,3361.7574999999997
2020-08-03 23:00:00,35.05,45915.46,3409125
2020-08-04 00:00:00,31.6,42973.0625,4706.0075
2020-08-04 01:00:00,28.02,41062.4425,4578.67
2020-08-04 02:00:00,26.14,40137705,4593.99
2020-08-04 03:00:00,23.66,40176.82,4560.59
2020-08-04 04:00:00,23.67,40986.14,4467.2474999999995
2020-08-04 05:00:00,28.35,43793.0125,4283975
2020-08-04 06:00:00,33.0,49859.5525,4593.8425
2020-08-04 07:00:00,46.97,55173.7725,6124065
2020-08-04 08:00:00,49.67,58312.9375,8952.657500000001
2020-08-04 09:00:00,46.45,59675615,12714.84
2020-08-04 10:00:00,41.35,61179535,16374.387499999999
2020-08-04 11:00:00,40.33,62764.2175,19208.8125
2020-08-04 12:00:00,39.38,62572.15,20744.389999999996
2020-08-04 13:00:00,36.98,61552.8225,21176085
2020-08-04 14:00:00,35.22,60232705,20828.545000000002
2020-08-04 15:00:00,34.81,59481.94,19517.854999999996
2020-08-04 16:00:00,33.96,58231385,17102.3225
2020-08-04 17:00:00,37.77,57790.3075,13418.83
2020-08-04 18:00:00,40.41,57433.7375,9000625
2020-08-04 19:00:00,41.32,56291.1175,4972.637500000001
2020-08-04 20:00:00,41.2,54361.21,2623.5
2020-08-04 21:00:00,41.16,52567905,2255.2425000000003
2020-08-04 22:00:00,39.83,49940.3925,2877.1775
2020-08-04 23:00:00,32.2,46446.1625,3720.7475000000004
2020-08-05 00:00:00,32.27,42514.8925,5873.86
2020-08-05 01:00:00,26.29,40757385,7279395
2020-08-05 02:00:00,23.51,39841.3225,8861.497500000001
2020-08-05 03:00:00,19.64,39981.38,10127405
2020-08-05 04:00:00,19.5,41006545,11161.9025
2020-08-05 05:00:00,22.85,44000.0075,11975.4
2020-08-05 06:00:00,28.77,49727.87,13447.845000000001
2020-08-05 07:00:00,33.08,54765.17,17113.704999999998
2020-08-05 08:00:00,32.67,57618.7275,22651.559999999998
2020-08-05 09:00:00,26.18,58593.5475,28950655
2020-08-05 10:00:00,24.58,60140.3725,34721.2575
2020-08-05 11:00:00,23.91,61336705,38260.55499999999
2020-08-05 12:00:00,23.72,60852085,39308.6775
2020-08-05 13:00:00,23.52,59945.63,38631015
2020-08-05 14:00:00,23.79,58983595,36581.002499999995
2020-08-05 15:00:00,23.32,57960.5775,33074.33
2020-08-05 16:00:00,24.83,56745.92,28044.597500000003
2020-08-05 17:00:00,31.22,56650885,21169.777499999997
2020-08-05 18:00:00,39.6,56080815,13266855
2020-08-05 19:00:00,43.04,55388.27,6926.4375
2020-08-05 20:00:00,43.4,53358.1975,4240665
2020-08-05 21:00:00,42.43,51517.35,4093.7925000000005
2020-08-05 22:00:00,41.69,48941495,5222.53
2020-08-05 23:00:00,36.71,45396.9375,6428.757500000001
2020-08-06 00:00:00,26.9,41847.97,8927.8025
2020-08-06 01:00:00,23.99,40163.5675,10506.0775
2020-08-06 02:00:00,23.12,39404265,11470.767500000002
2020-08-06 03:00:00,23.02,39419.6325,11519.2375
2020-08-06 04:00:00,24.06,40197.4225,11105.41
2020-08-06 05:00:00,27.09,43021515,10424325
2020-08-06 06:00:00,32.0,48857.76,10297.7325
2020-08-06 07:00:00,36.96,54231.6875,12590.81
2020-08-06 08:00:00,38.45,57760.8325,17189.2625
2020-08-06 09:00:00,37.55,58655.93,23010.015000000003
2020-08-06 10:00:00,28.75,60313.63,28408.3
2020-08-06 11:00:00,26.63,61318.6775,31983.714999999997
2020-08-06 12:00:00,26.93,60753.1075,33808.31
2020-08-06 13:00:00,26.62,59663.6425,33838.6
2020-08-06 14:00:00,26.6,58509675,32229915
2020-08-06 15:00:00,27.41,57646725,29016.8525
2020-08-06 16:00:00,34.74,56606.8725,24256.31
2020-08-06 17:00:00,39.69,56576.0,17941.97
2020-08-06 18:00:00,43.39,56322.1725,10897.3275
2020-08-06 19:00:00,53.96,55656.0825,5729.590000000001
2020-08-06 20:00:00,49.22,53181.12,4260.200000000001
2020-08-06 21:00:00,43.39,51157.0875,4929305
2020-08-06 22:00:00,41.39,48385.5025,6097415
2020-08-06 23:00:00,36.86,44659.6875,6584915
2020-08-07 00:00:00,34.26,42469145,6820755
2020-08-07 01:00:00,31.01,40643.35,6794.8475
2020-08-07 02:00:00,29.2,39770.5225,6691715
2020-08-07 03:00:00,27.81,39688.97,6185.429999999999
2020-08-07 04:00:00,27.48,40218755,5572.202499999999
2020-08-07 05:00:00,30.66,42922.3825,5186.3875
2020-08-07 06:00:00,34.89,48823855,5699.1449999999995
2020-08-07 07:00:00,39.09,54063665,8816.4025
2020-08-07 08:00:00,39.2,56750.3725,14317.3475
2020-08-07 09:00:00,39.0,57928.67,20729.2775
2020-08-07 10:00:00,36.45,59326.9725,26561.04
2020-08-07 11:00:00,33.37,61280.18,30600.057500000003
2020-08-07 12:00:00,31.16,60512.3225,32263.9425
2020-08-07 13:00:00,30.59,59190.2,32374.6025
2020-08-07 14:00:00,29.92,57571.73,30947.5325
2020-08-07 15:00:00,31.49,56235035,28117.52
2020-08-07 16:00:00,34.38,55409.0025,23774.88
2020-08-07 17:00:00,40.11,54937.5125,17965.052499999998
2020-08-07 18:00:00,43.82,54747305,11463.182499999999
2020-08-07 19:00:00,50.11,53985.34,6655.6975
2020-08-07 20:00:00,47.07,51752.35,5244.009999999999
2020-08-07 21:00:00,44.4,49871.1625,5976.8225
2020-08-07 22:00:00,42.04,47339.95,6971.42
2020-08-07 23:00:00,35.99,43967.26,7062.379999999999
2020-08-08 00:00:00,38.0,41256.27,5828.427500000001
2020-08-08 01:00:00,32.8,39173.8925,5199405
2020-08-08 02:00:00,30.96,37918.0375,4611845
2020-08-08 03:00:00,29.52,37466.0625,3759.6425
2020-08-08 04:00:00,28.94,37192995,3073.0874999999996
2020-08-08 05:00:00,29.5,37249395,2454.3925
2020-08-08 06:00:00,29.48,38385.3625,2755585
2020-08-08 07:00:00,31.7,41497.3225,5995.014999999999
2020-08-08 08:00:00,32.64,45185.1375,12125635
2020-08-08 09:00:00,33.11,48229165,18948.23
2020-08-08 10:00:00,29.6,50154.9125,24721.9025
2020-08-08 11:00:00,27.59,51921.54,28589.0175
2020-08-08 12:00:00,25.09,51165.1125,30597.2725
2020-08-08 13:00:00,24.02,49743435,30910835
2020-08-08 14:00:00,24.71,48381.7325,29672.8425
2020-08-08 15:00:00,27.38,47447.5925,26864.7425
2020-08-08 16:00:00,28.9,47264.5675,22535.752500000002
2020-08-08 17:00:00,33.2,47579115,16854.219999999998
2020-08-08 18:00:00,38.1,48222.2375,10661.0575
2020-08-08 19:00:00,40.7,47636.0275,6266.15
2020-08-08 20:00:00,41.2,45510.5425,5007.655000000001
2020-08-08 21:00:00,40.09,44287.8425,5894.5975
2020-08-08 22:00:00,38.62,42512785,6900.4925
2020-08-08 23:00:00,33.08,40076.8925,6878.5075
2020-08-09 00:00:00,31.95,37828.7125,6386265
2020-08-09 01:00:00,29.16,35765535,5753.092500000001
2020-08-09 02:00:00,28.0,34713.47,5201905
2020-08-09 03:00:00,26.17,34205.1325,4731.297500000001
2020-08-09 04:00:00,25.78,34120.2775,4367.014999999999
2020-08-09 05:00:00,25.8,33849555,4238.8875
2020-08-09 06:00:00,24.7,33663.6625,5080.405000000001
2020-08-09 07:00:00,24.4,35622.4675,8310.8575
2020-08-09 08:00:00,25.03,39197.6225,13745.952500000001
2020-08-09 09:00:00,24.64,42771.0775,19896.3625
2020-08-09 10:00:00,26.42,45600.56,25327.399999999998
2020-08-09 11:00:00,25.37,48164.3125,29155665
2020-08-09 12:00:00,24.01,47870845,31075.82
2020-08-09 13:00:00,23.41,46447.3425,31330.707499999997
2020-08-09 14:00:00,23.43,44770715,29991.54
2020-08-09 15:00:00,23.93,43705.86,27319.442499999997
2020-08-09 16:00:00,27.66,43825485,23468925
2020-08-09 17:00:00,29.46,44750.1875,18717575
2020-08-09 18:00:00,35.0,46421.2675,13652.932499999999
2020-08-09 19:00:00,39.9,46233.17,10095.1725
2020-08-09 20:00:00,40.24,45085.79,9204.91
2020-08-09 21:00:00,38.99,44607695,9943.682499999999
2020-08-09 22:00:00,35.09,43704505,10570.970000000001
2020-08-09 23:00:00,26.27,41102375,10401.737500000001
2020-08-10 00:00:00,30.23,38353.2425,9614.15
2020-08-10 01:00:00,28.7,36429.8425,8697.2025
2020-08-10 02:00:00,28.03,35840.4475,8077.7075
2020-08-10 03:00:00,26.1,36001775,7515745
2020-08-10 04:00:00,26.95,37178.3125,7212.514999999999
2020-08-10 05:00:00,29.13,40797.1575,7075.7375
2020-08-10 06:00:00,36.9,48075.0675,7617445
2020-08-10 07:00:00,41.2,53898.6525,10320.6525
2020-08-10 08:00:00,40.35,57513.5275,15101.292500000001
2020-08-10 09:00:00,41.0,58893775,20887.28
2020-08-10 10:00:00,40.52,60803.15,26077.9625
2020-08-10 11:00:00,38.83,62345355,29878.480000000003
2020-08-10 12:00:00,33.85,62209.7125,31918.7475
2020-08-10 13:00:00,32.78,61442.7475,32122.68
2020-08-10 14:00:00,33.06,60181745,30870.094999999998
2020-08-10 15:00:00,36.82,59129.8875,28475.802499999998
2020-08-10 16:00:00,39.44,57740.9675,25133.132499999996
2020-08-10 17:00:00,42.21,57261.2375,20824.815000000002
2020-08-10 18:00:00,46.38,57190895,15912.102499999999
2020-08-10 19:00:00,52.74,56495625,12232.2575
2020-08-10 20:00:00,47.29,54495.28,10982.220000000001
2020-08-10 21:00:00,43.4,52106.74,11443.092499999999
2020-08-10 22:00:00,40.84,49141.7375,12052.76
2020-08-10 23:00:00,30.74,45602.2425,11955.217499999999
2020-08-11 00:00:00,34.66,42626.66,12471.7975
2020-08-11 01:00:00,33.12,40758895,11901.7075
2020-08-11 02:00:00,31.12,39927.8075,11548555
2020-08-11 03:00:00,29.78,40068.2675,11244.4775
2020-08-11 04:00:00,30.13,40693865,10957075
2020-08-11 05:00:00,32.33,43773.1325,10771.53
2020-08-11 06:00:00,36.1,50372.9625,11132.712500000001
2020-08-11 07:00:00,40.53,55899615,13408025
2020-08-11 08:00:00,41.26,58587.6775,17696.0325
2020-08-11 09:00:00,41.54,60135145,23378.2175
2020-08-11 10:00:00,39.99,62038.0225,28937.917499999996
2020-08-11 11:00:00,35.22,63478.0125,33397.912500000006
2020-08-11 12:00:00,34.01,63335355,35683.29
2020-08-11 13:00:00,32.96,62479895,35801.1875
2020-08-11 14:00:00,32.16,61031.4825,34401.6525
2020-08-11 15:00:00,32.22,59858.6475,31540.597499999996
2020-08-11 16:00:00,38.56,58710065,27797755
2020-08-11 17:00:00,41.55,58291.3875,23502.9175
2020-08-11 18:00:00,43.01,57901965,19250.86
2020-08-11 19:00:00,46.49,56857.18,16106.2475
2020-08-11 20:00:00,41.31,54943.88,15173.357499999998
2020-08-11 21:00:00,39.98,52914.5875,16067.36
2020-08-11 22:00:00,35.09,49876905,16947.1825
2020-08-11 23:00:00,28.02,46361.2825,17155.0325
2020-08-12 00:00:00,24.89,44802.4175,17657.3475
2020-08-12 01:00:00,24.34,42516.9225,16827.5
2020-08-12 02:00:00,24.35,41476.05,16133.7775
2020-08-12 03:00:00,25.28,41427.5125,15379765
2020-08-12 04:00:00,27.03,42257.8075,14731.6225
2020-08-12 05:00:00,30.44,45174.93,14253145
2020-08-12 06:00:00,34.93,51795.3425,14370.829999999998
2020-08-12 07:00:00,39.0,57756.76,16287925
2020-08-12 08:00:00,41.4,61761445,20105455
2020-08-12 09:00:00,41.28,62824.3975,25407.6375
2020-08-12 10:00:00,38.01,64328035,31283.0225
2020-08-12 11:00:00,34.44,65192905,35762.009999999995
2020-08-12 12:00:00,33.57,64534185,37865.487499999996
2020-08-12 13:00:00,33.0,63953.4575,37902.442500000005
2020-08-12 14:00:00,32.79,62587.51,36086.354999999996
2020-08-12 15:00:00,35.07,61377.8925,32755.440000000002
2020-08-12 16:00:00,36.38,60015.39,28154.39
2020-08-12 17:00:00,41.71,59806.94,22618.9125
2020-08-12 18:00:00,49.97,59738305,17410.2075
2020-08-12 19:00:00,56.4,58584.4175,14287.91
2020-08-12 20:00:00,45.87,56209.0825,13797.8375
2020-08-12 21:00:00,41.6,54598.5325,15139.5875
2020-08-12 22:00:00,37.83,51679115,16233.005000000001
2020-08-12 23:00:00,31.17,47706.9575,16194.162500000002
2020-08-13 00:00:00,31.49,45218.67,15033.052500000002
2020-08-13 01:00:00,29.16,43047.2925,13800.310000000001
2020-08-13 02:00:00,28.42,42074905,12933.8575
2020-08-13 03:00:00,28.08,42010.0625,12049.7375
2020-08-13 04:00:00,28.14,42764.4125,11235.1775
2020-08-13 05:00:00,31.47,45605.8275,10635.4925
2020-08-13 06:00:00,34.98,51819.5775,10727.477499999999
2020-08-13 07:00:00,39.98,57604.5925,12646135
2020-08-13 08:00:00,40.97,61499.4475,15703.810000000001
2020-08-13 09:00:00,42.79,62571.56,19388.18
2020-08-13 10:00:00,41.76,63969495,23442.2175
2020-08-13 11:00:00,40.65,65016.73,26748.1475
2020-08-13 12:00:00,39.08,64525.4925,28478405
2020-08-13 13:00:00,38.28,63824.37,28589.559999999998
2020-08-13 14:00:00,36.8,62600.13,27341.68
2020-08-13 15:00:00,37.98,61398.0875,24833995
2020-08-13 16:00:00,39.07,60067.7,21303.927499999998
2020-08-13 17:00:00,42.62,59794.2625,17205.0825
2020-08-13 18:00:00,49.5,59774.12,13311.54
2020-08-13 19:00:00,53.39,58743.8575,10306.119999999999
2020-08-13 20:00:00,48.91,56600945,8877.630000000001
2020-08-13 21:00:00,44.29,54462.8225,9411185
2020-08-13 22:00:00,42.06,51420.1375,10014.49
2020-08-13 23:00:00,36.19,48012185,9932.7625
2020-08-14 00:00:00,33.41,45037.8925,8580.9725
2020-08-14 01:00:00,32.24,42595.36,7549.6425
2020-08-14 02:00:00,31.07,41615755,6736.594999999999
2020-08-14 03:00:00,30.18,41578.0525,6000.26
2020-08-14 04:00:00,30.07,42448.6625,5434.1925
2020-08-14 05:00:00,32.1,45304105,5014.35
2020-08-14 06:00:00,43.01,51668455,5069.87
2020-08-14 07:00:00,51.58,56995.0525,6603.514999999999
2020-08-14 08:00:00,51.08,60687935,9083785
2020-08-14 09:00:00,51.98,62258785,12116485
2020-08-14 10:00:00,53.28,63547.9475,15097.1375
2020-08-14 11:00:00,51.63,64922195,17432.1025
2020-08-14 12:00:00,44.28,64348725,18711.389999999996
2020-08-14 13:00:00,39.17,62916.6425,19022.7375
2020-08-14 14:00:00,37.61,61247.0575,18210.4
2020-08-14 15:00:00,37.01,59926215,16371.28
2020-08-14 16:00:00,38.01,58932485,13963.53
2020-08-14 17:00:00,39.94,58310115,11069.5575
2020-08-14 18:00:00,45.69,57993.5375,8078.1849999999995
2020-08-14 19:00:00,46.08,56682.7,5649.4974999999995
2020-08-14 20:00:00,43.0,54226.6375,4292845
2020-08-14 21:00:00,42.06,52463.3125,4282.737499999999
2020-08-14 22:00:00,40.0,49439.08,4394.2525000000005
2020-08-14 23:00:00,35.35,46180.08,4257.9025
2020-08-15 00:00:00,38.36,42530795,3871745
2020-08-15 01:00:00,33.9,40316.9775,3521.4175
2020-08-15 02:00:00,31.77,38969795,3414.71
2020-08-15 03:00:00,30.31,38352.58,3200.4525000000003
2020-08-15 04:00:00,29.92,38262.85,3041.8675000000003
2020-08-15 05:00:00,29.06,38579795,2984.4575000000004
2020-08-15 06:00:00,29.0,39506.1,3397.4925000000003
2020-08-15 07:00:00,29.1,42836.08,5303.3525
2020-08-15 08:00:00,30.38,47423.9275,8373.9375
2020-08-15 09:00:00,31.39,50534.44,11910555
2020-08-15 10:00:00,30.14,52507.6525,15701.502499999999
2020-08-15 11:00:00,29.91,53978.7375,18810605
2020-08-15 12:00:00,29.53,53060.0875,20435.337499999998
2020-08-15 13:00:00,28.0,51167.0975,21277.7975
2020-08-15 14:00:00,27.14,49514465,20788.3425
2020-08-15 15:00:00,26.07,48987.3725,19232.94
2020-08-15 16:00:00,27.3,49041.0125,16655955
2020-08-15 17:00:00,29.11,49398195,13169.364999999998
2020-08-15 18:00:00,34.09,49676.7475,9294.8425
2020-08-15 19:00:00,36.98,48663345,6061455
2020-08-15 20:00:00,39.59,46801025,4408045
2020-08-15 21:00:00,39.93,45211.4125,4365.8
2020-08-15 22:00:00,39.54,43665.2225,4468445
2020-08-15 23:00:00,34.14,41001.8575,4242.41
2020-08-16 00:00:00,33.12,37687665,4203.655000000001
2020-08-16 01:00:00,29.0,35664.7,3830.3925
2020-08-16 02:00:00,28.0,34420.85,3770.97
2020-08-16 03:00:00,26.5,33792005,3653.03
2020-08-16 04:00:00,26.15,33583.6175,3639.2524999999996
2020-08-16 05:00:00,25.7,33645085,3769.28
2020-08-16 06:00:00,26.0,33782.61,4429.8
2020-08-16 07:00:00,25.95,35932755,7190645
2020-08-16 08:00:00,28.0,39496.93,11872.9875
2020-08-16 09:00:00,28.36,42842.51,17636.3775
2020-08-16 10:00:00,25.51,45294.3025,23614.552499999998
2020-08-16 11:00:00,24.11,47773.75,28249.7175
2020-08-16 12:00:00,22.94,47249.67,30864.024999999998
2020-08-16 13:00:00,21.91,45692.29,31301.2425
2020-08-16 14:00:00,19.66,44524325,30040.14
2020-08-16 15:00:00,20.9,43965.2375,27297.8425
2020-08-16 16:00:00,22.5,44025.82,23030.922499999997
2020-08-16 17:00:00,28.11,44935.4175,17593.63
2020-08-16 18:00:00,34.0,46129.4625,12046.03
2020-08-16 19:00:00,36.98,45967.4725,8473.8075
2020-08-16 20:00:00,39.77,44823435,7775.72
2020-08-16 21:00:00,40.21,44561.2475,8990615
2020-08-16 22:00:00,39.98,43057.9,10031575
2020-08-16 23:00:00,35.07,40304.2625,10246.48
2020-08-17 00:00:00,30.43,37921.3425,10494.13
2020-08-17 01:00:00,28.72,36244.83,9782.8125
2020-08-17 02:00:00,28.25,35582.9025,8728.6975
2020-08-17 03:00:00,27.75,35845.8025,7857865
2020-08-17 04:00:00,27.91,36818.5075,7266745
2020-08-17 05:00:00,30.13,40613.2,6872.692499999999
2020-08-17 06:00:00,35.96,48282.2425,6944.38
2020-08-17 07:00:00,41.44,54969.1,8647905
2020-08-17 08:00:00,44.55,59216525,11405335
2020-08-17 09:00:00,44.75,60203635,14333.8575
2020-08-17 10:00:00,42.11,61634.0875,17406.559999999998
2020-08-17 11:00:00,41.91,62620.5875,19891.002500000002
2020-08-17 12:00:00,39.97,62415.2575,21241.1475
2020-08-17 13:00:00,38.67,61721.4325,21197.004999999997
2020-08-17 14:00:00,38.09,60663.5625,19919935
2020-08-17 15:00:00,39.0,59541.5275,17854.86
2020-08-17 16:00:00,41.0,57957.1075,15169.262499999999
